id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
6,6.0,,,,,,0.001246,3.946458,55.0358,226.29,-12.84,0.0,12.31,8.607,M0V:,1.336,54.905296,0.017912,3.787796,2.2e-07,6.037e-05,-3.42e-06,0.0003262244926801,0.068878680311835,1.0970848777e-06,-6.2250076e-08,,,Psc,1,6,,0.0314195528464107,,12.462,12.162
18,18.0,,,,,,0.003522,-4.05368,44.8229,-127.22,23.78,0.0,11.03,7.773,K5,1.567,44.710745,0.041225,-3.168578,3.9e-07,-2.764e-05,5.15e-06,0.0009220561753115,-0.0707500682239362,-6.167799644e-07,1.15288693e-07,,,Psc,1,18,,0.0677329514008606,,11.088,10.948
47,47.0,,,,,,0.009006,-56.835602,40.7498,-44.21,-145.9,0.0,10.78,7.729,K3V,1.15,22.291838,0.052522,-34.111837,-2.411e-05,-8.79e-06,-1.577e-05,0.0023576745588784,-0.9919683912526412,-2.143361282e-07,-7.07343159e-07,,,Phe,1,47,,0.0705342414258096,,10.849,10.669
54,54.0,,,,,,0.01017,17.968908,50.2008,367.14,-19.49,0.0,10.57,7.066,M:,1.03,47.75204,0.127177,15.48699,1.23e-06,8.935e-05,-4.51e-06,0.0026624625182844,0.3136166142108725,1.7799449468e-06,-9.4490186e-08,,,Peg,1,54,,0.1298972628897854,,,
65,65.0,,,,,,0.012498,-54.830524,54.7046,-205.14,-75.34,0.0,11.0,7.31,,1.147,31.509513,0.102901,-44.718378,-1.615e-05,-5.445e-05,-1.151e-05,0.0032720837156374,-0.9569731670129776,-9.945467843e-07,-3.65258626e-07,,,Phe,1,65,,0.1037528415818012,,11.092,10.882
74,74.0,,,,,,0.014817,35.752624,44.5236,157.73,-40.31,0.0,9.93,6.687,K5,1.068,36.132732,0.140219,26.014553,4.95e-06,3.406e-05,-7.06e-06,0.0038791010954104,0.6240010070015525,7.646966183e-07,-1.95428394e-07,,,And,1,74,,0.1841619903524669,,9.998,9.888
96,96.0,,,,,,0.02033,13.975088,35.1494,20.59,139.82,0.0,10.46,7.73,M0,1.36,34.108524,0.181537,8.48858,-5.77e-06,3.48e-06,2.312e-05,0.0053222674524472,0.24391129933177,9.98231368e-08,6.77866488e-07,,,Peg,1,96,,0.0704693068967146,,10.732,10.382
111,111.0,,,,,,0.023314,34.281848,38.4911,258.31,-4.75,0.0,11.28,8.353,M2,1.308,31.80371,0.194195,21.680663,2.1e-07,4.82e-05,-7.3e-07,0.0061036728194096,0.5983311244993214,1.2523222182e-06,-2.3028649e-08,,,And,1,111,,0.0397008678112183,,11.343,11.193
112,112.0,,,GJ 1293,,,0.023843,-16.948446,32.1234,299.01,-255.05,8.0,10.76,8.226,M1.5V:,1.384,30.727669,0.191824,-9.364349,-4.04e-06,4.654e-05,-4.038e-05,0.0062420513621295,-0.2958061865263049,1.4496413862e-06,-1.236517292e-06,,,Cet,1,112,,0.0446272370762251,,,
144,143.0,,,,,,0.030374,21.462502,45.5373,177.97,150.19,0.0,10.35,7.058,K3,1.033,42.378277,0.337022,16.661744,-1.244e-05,3.919e-05,3.086e-05,0.0079519747004387,0.3745913342395774,8.628229073e-07,7.28141666e-07,,,Peg,1,144,,0.1308579161245099,,,
148,149.0,,,GJ 9848,,,0.031862,26.004049,45.5166,-309.64,-628.61,0.0,11.26,7.969,K3,0.932,40.907216,0.341175,19.956055,6.138e-05,-6.781e-05,-0.00012466,0.0083414927005458,0.4538562786113262,-1.5011770805e-06,-3.047587277e-06,,,Peg,1,148,,0.056545754068762,,11.319,11.189
169,169.0,224953.0,,GJ 1294A,,,0.035702,-68.280769,15.328,207.45,-231.8,0.0,9.24,8.313,M0V,1.39,5.67201,0.053101,-14.239841,-1.614e-05,1.526e-05,-6.37e-06,0.0093466762773277,-1.1917242392334713,1.0057459803e-06,-1.123798111e-06,,,Tuc,1,169,GJ 1294,0.0411907784867737,,,
191,191.0,,,,,,0.04085,-46.028896,38.373,192.39,-22.43,0.0,12.43,9.51,M3,1.49,26.640676,0.285018,-27.616666,-3.39e-06,3.575e-05,-2.9e-06,0.0106945864141001,-0.8033557815074449,9.3273304e-07,-1.08743708e-07,,,Phe,1,191,,0.0136772882559584,,12.633,12.253
263,263.0,,,,,,0.055279,4.686928,29.2056,-24.45,-85.41,0.0,12.04,9.713,M1,1.473,29.10489,0.421232,2.386423,1.04e-06,-3.45e-06,-1.205e-05,0.0144718918017321,0.081802327805565,-1.185369449e-07,-4.14079364e-07,,,Psc,1,263,,0.0113448824421116,,12.154,11.854
307,307.0,,,,,,0.065329,-42.559484,75.5287,90.57,6.6,0.0,11.55,7.159,M0,1.26,55.624456,0.951516,-51.084234,1.07e-06,3.318e-05,1.78e-06,0.0171030330878166,-0.7428031160201075,4.390957505e-07,3.1997702e-08,,,Phe,1,307,,0.1192339687885966,,11.648,11.458
350,350.0,,,,,,0.073281,-57.322694,47.7555,-36.89,74.23,0.0,10.37,6.975,,1.1,25.778783,0.494592,-40.196984,1.463e-05,-8.26e-06,9.28e-06,0.0191849970820408,-1.0004697520745438,-1.788477668e-07,3.59877195e-07,,,Phe,1,350,,0.1412537544622754,,10.432,10.292
351,351.0,225208.0,,,,,0.073556,-47.068048,44.484,293.22,33.72,0.0,9.8,6.559,K0V,0.855,30.293734,0.58361,-32.569547,4.11e-06,6.332e-05,4.95e-06,0.0192568377433985,-0.8214924045572362,1.4215706741e-06,1.63479173e-07,,,Phe,1,351,,0.2072048897759003,,,
375,375.0,,,,,,0.07784,34.27136,28.9687,123.4,-59.91,0.0,9.08,6.77,,,23.934179,0.487833,16.312653,4.38e-06,1.742e-05,-6.95e-06,0.0203783527757157,0.598148070546085,5.982600818e-07,-2.90451876e-07,,,And,1,375,,0.1706082389003123,,9.523,7.603
428,428.0,,,Gl 2,,,0.086297,45.786567,11.2511,869.68,-151.13,0.1,9.95,9.694,M2,1.472,7.843761,0.177365,8.064194,4.91e-06,4.756e-05,-5.67e-06,0.0225924178666492,0.7991263468844938,4.2163276171e-06,-7.32698915e-07,,,And,1,428,,0.0115451611692143,,10.005,9.895
435,436.0,55.0,,Gl 3,,,0.088278,-67.83259,15.8881,-117.19,-560.77,41.0,8.49,7.485,K5V,1.076,5.993342,0.138488,-14.714076,-2.396e-05,-9.58e-06,-5.513e-05,0.0231110996599178,-1.183902028534665,-5.681531522e-07,-2.718689676e-06,,,Tuc,1,435,,0.0883079900418562,,,
442,439.0,225213.0,,Gl 1,,,0.089883,-37.357364,4.3399,5634.07,-2337.94,22.9,8.56,10.373,M2V,1.462,3.448844,0.081384,-2.633508,-1.398e-05,0.00011824,-5.331e-05,0.0235313919936556,-0.6520089932134262,2.73147421321e-05,-1.1334652963e-05,,,Scl,1,442,,0.0061773185859152,,,
454,455.0,,,,,,0.090981,76.291567,69.1085,-10.4,1.81,0.0,11.99,7.792,,,16.372766,0.390031,67.139892,-5.1e-07,-3.5e-06,1.4e-07,0.0238188858195506,1.3315390387823614,-5.04206228e-08,8.775127e-09,,,Cep,1,454,,0.0665579596367229,,,
472,473.0,38.0,,Gl 4A,,,0.094664,45.812081,11.3071,878.73,-153.87,0.2,8.2,7.933,K2,1.41,7.878784,0.195428,8.107843,5e-06,4.83e-05,-5.73e-06,0.0247829497784825,0.7995716486504125,4.2602032551e-06,-7.4598281e-07,,,And,1,472,Gl   4,0.0584520840358855,,8.311,8.171
522,523.0,,,GJ 3006,,,0.105282,-65.840538,16.7084,195.8,-552.5,0.0,12.17,11.055,M4,1.55,6.835774,0.188543,-15.24491,-4.125e-05,1.473e-05,-1.832e-05,0.0275628690703821,-1.1491341737113687,9.492651865e-07,-2.678595585e-06,,,Tuc,1,522,,0.0032960971217745,CQ,12.294,11.974
537,538.0,,,,,,0.108833,5.825395,66.7111,200.72,38.74,0.0,10.95,6.829,K1,1.008,66.339655,1.890687,6.770993,-3.12e-06,6.485e-05,1.246e-05,0.0284923527826716,0.1016723273971662,9.731180196e-07,1.87816819e-07,,,Psc,1,537,,0.1615846120949,,11.007,10.897
569,570.0,,,,,,0.115387,-30.608502,34.5423,15.21,3.89,0.0,12.19,9.498,,,29.715836,0.897936,-17.587873,2.5e-07,2.56e-06,5.6e-07,0.0302081422264071,-0.534219137981545,7.37401608e-08,1.8859252e-08,,,Scl,1,569,,0.0138292936979594,,,
685,687.0,,,GJ 3008,,,0.140912,17.4243,21.7486,-92.54,-63.62,0.0,10.73,9.043,M0,1.46,20.736513,0.765325,6.51252,2.37e-06,-9.68e-06,-6.4e-06,0.0368906053424251,0.3041114011634487,-4.4864658e-07,-3.08438463e-07,,,Peg,1,685,,0.0210280983703774,,10.802,10.682
730,731.0,,,,,,0.1508,27.651596,42.4809,223.28,146.63,0.0,11.65,8.509,M1,1.26,37.599665,1.485229,19.715126,-1.582e-05,4.539e-05,2.675e-05,0.039479372804877,0.4826113902201163,1.0824919859e-06,7.10882299e-07,,,Peg,1,730,,0.0343874522229126,,11.73,11.58
736,738.0,,,Gl 7,,,0.151197,-27.122139,23.4467,696.09,87.88,0.0,11.73,9.88,,1.493,20.852074,0.825903,-10.689089,1.42e-06,7.924e-05,8.89e-06,0.0395833819710535,-0.4733706200252075,3.374739549e-06,4.26054262e-07,,,Scl,1,736,,0.0097274722377696,,11.807,11.657
895,897.0,,,GJ 3011,,,0.184614,-5.78397,25.5428,255.86,10.17,-5.2,10.86,8.824,M2,1.418,25.383037,1.227767,-2.574146,-6.69e-06,3.14e-05,1.79e-06,0.0483318368874768,-0.1009493145764287,1.2404442831e-06,4.9305551e-08,,,Psc,1,895,,0.0257276429534677,,10.926,10.796
896,898.0,,,,,,0.184619,5.20883,42.9923,240.97,61.14,0.0,11.55,8.383,M2V:,1.395,42.76476,2.068569,3.903101,-3.58e-06,5.011e-05,1.269e-05,0.0483331662358528,0.090911234631985,1.168255526e-06,2.96415084e-07,,,Psc,1,896,,0.0386189089448989,,11.61,11.48
914,916.0,,,GJ 3012,,,0.189173,58.349916,28.082,233.48,21.92,0.0,9.5,7.258,K7,1.254,14.7174,0.729614,23.905324,-4.11e-06,3.162e-05,1.57e-06,0.0495253735010869,1.0183981508726323,1.1319429814e-06,1.06271158e-07,,,Cas,1,914,,0.1088428737943593,,,
946,948.0,,,,,,0.194867,-39.229949,33.7041,739.96,-127.23,0.0,9.92,7.282,K5V,1.071,26.073689,1.331571,-21.315629,-1.929e-05,0.00012007,-1.61e-05,0.051016063988968,-0.6846917752488937,3.5874273106e-06,-6.16828445e-07,,,Scl,1,946,,0.1064633187051311,,9.967,9.867
972,974.0,,,,,,0.201112,27.098954,26.3644,283.48,-82.45,0.0,8.73,6.625,K0,1.045,23.43762,1.235191,12.00974,2.89e-06,3.643e-05,-9.38e-06,0.0526510175609393,0.4729659633723087,1.3743498216e-06,-3.99728879e-07,,,And,1,972,,0.1949844599758044,,,
1004,1006.0,,,,,,0.209306,21.713437,27.9408,189.12,-289.73,0.0,11.67,9.439,,1.48,25.919321,1.421723,10.337108,1.309e-05,2.637e-05,-3.646e-05,0.0547963086967858,0.378970974306585,9.168796327e-07,-1.404650676e-06,,,Peg,1,1004,,0.0146015849681178,,11.766,11.566
1042,1044.0,,,,,,0.217386,-45.176767,39.8406,-57.79,-175.68,0.0,10.74,7.738,K5,1.308,28.039042,1.597439,-28.258338,-2.339e-05,-1.251e-05,-2.392e-05,0.0569114254790225,-0.7884833345558975,-2.80173826e-07,-8.51720674e-07,,,Phe,1,1042,,0.0699519781051213,,10.81,10.69
1053,1055.0,,,,,,0.219212,20.38243,41.4079,223.65,5.88,0.0,10.41,7.325,M0,1.36,38.751399,2.226395,14.421735,-2.99e-06,4.48e-05,1.11e-06,0.0573895565007199,0.355740517436635,1.0842857966e-06,2.8507044e-08,,,Peg,1,1053,,0.1023292992280753,,10.465,10.355
1066,1068.0,,,Gl 11A,,,0.220849,69.326881,20.0361,717.01,-292.41,0.0,12.49,10.981,M6,1.4,7.061621,0.40914,18.745971,2.251e-05,7.106e-05,-1.003e-05,0.0578181434224958,1.2099823406177737,3.476162571e-06,-1.417643683e-06,,,Cep,1,1066,Gl  11,0.0035285802582852,,12.806,12.206
1076,1078.0,,,,,,0.223506,19.07134,35.5114,442.3,-124.87,0.0,9.86,7.108,K7,1.19,33.504825,1.962773,11.603178,2.56e-06,7.642e-05,-2.032e-05,0.0585138168954545,0.3328576678651325,2.1443309091e-06,-6.05386842e-07,,,Peg,1,1076,,0.1249683397211219,,,
1081,1083.0,,,,,,0.224752,-36.828702,28.1849,-209.24,-319.0,0.0,10.77,8.52,,1.444,22.521034,1.326619,-16.894723,-2.44e-05,-3.008e-05,-3.489e-05,0.0588399887887295,-0.64278210936185,-1.0144241452e-06,-1.54655564e-06,,,Scl,1,1081,,0.0340408189701,,10.849,10.689
1090,1092.0,,,GJ 3014A,,,0.22721,80.665782,19.5886,250.86,182.1,0.0,11.14,9.68,M0,1.556,3.171508,0.18905,19.329227,-1.845e-05,2.277e-05,2.8e-06,0.0594834827814916,1.40788348789998,1.216203599e-06,8.82845712e-07,,,Cep,1,1090,GJ 3014,0.0116949939101987,,11.208,11.048
1238,1240.0,,,,,,0.257549,64.27516,59.6659,256.51,-63.96,0.0,10.66,6.781,K3,1.088,25.839094,1.745245,53.752349,1.163e-05,7.515e-05,-8.03e-06,0.0674261814612549,1.1218131607402375,1.243595572e-06,-3.1008683e-07,,,Cas,1,1238,,0.1688884694790917,,10.721,10.601
1240,1242.0,,,GJ 1005A,,,0.257803,-16.133807,4.9868,728.18,-617.48,-29.0,11.49,13.001,M:,1.75,4.779241,0.32306,-1.385667,-3.375e-05,1.536e-05,-6.1e-06,0.0674927592672668,-0.2815880592407475,3.5303162591e-06,-2.993627514e-06,,,Cet,1,1240,GJ 1005,0.0005490349610252,,11.558,11.378
1276,1276.0,,,GJ 3020,,,0.267224,-48.260852,22.7842,-46.25,-238.51,0.0,11.58,9.792,M5,1.647,15.131259,1.060284,-17.001193,-1.925e-05,-6.47e-06,-1.754e-05,0.0699591010196365,-0.8423107668797037,-2.242263273e-07,-1.156329109e-06,,,Phe,1,1276,,0.0105487257132343,,11.71,11.47
1294,1295.0,,,GJ 1006A,,,0.270724,19.860459,16.3079,721.27,-753.06,0.0,11.79,10.728,M:,1.485,15.299442,1.086202,5.540292,1.614e-05,5.831e-05,-5.599e-05,0.0708753671367952,0.3466304042933575,3.4968156337e-06,-3.650937902e-06,,,Psc,1,1294,GJ 1006,0.0044545106335989,EZ,11.919,11.639
1306,1308.0,,,,,,0.273448,-46.719835,43.802,201.19,10.94,0.0,11.06,7.853,K5,1.258,29.952254,2.148024,-31.8883,-1.37e-06,4.273e-05,1.59e-06,0.0715884477206342,-0.81541495491211,9.753966439e-07,5.3038616e-08,,,Phe,1,1306,,0.0629216351287985,,11.137,10.947
1320,1322.0,,,,,,0.276796,-50.26901,22.2025,330.89,273.61,0.0,12.38,10.648,M4,1.53,14.154227,1.027597,-17.07492,2.001e-05,3.716e-05,1.882e-05,0.0724649617498914,-0.8773597441362787,1.6041999876e-06,1.326498711e-06,,,Phe,1,1320,,0.0047951257408135,,12.516,12.176
1332,1334.0,,,,,,0.278709,20.856694,44.9843,383.12,13.01,0.0,10.01,6.745,K3,0.95,41.924796,3.064565,16.015841,-7.1e-06,8.325e-05,2.65e-06,0.0729658084090132,0.3640179828997663,1.8574181729e-06,6.3074259e-08,,,Psc,1,1332,,0.1745822152920502,,,
1365,1368.0,,,Gl 14,,,0.285074,40.948295,15.0038,567.93,82.78,3.0,8.99,8.109,M0,1.37,11.300858,0.845066,9.833173,-4.7e-06,4.107e-05,6.56e-06,0.0746322602704398,0.7146825746266849,2.753402336e-06,4.01328764e-07,,,And,1,1365,,0.0497049910576234,,,
1383,1386.0,,,GJ 3023,,,0.288963,29.183006,23.2019,691.13,428.92,0.0,11.54,9.712,M:,1.505,20.198863,1.531057,11.313264,-2.933e-05,7.574e-05,4.212e-05,0.0756502385619162,0.5093395472998324,3.3506927904e-06,2.079462838e-06,,,And,1,1383,,0.0113553362784193,,11.6,11.46
1386,1389.0,,,,,,0.289611,18.859499,46.9925,533.2,-26.87,0.0,10.51,7.15,K:,1.31,44.341901,3.36852,15.190259,-7.23e-06,0.00012127,-5.79e-06,0.0758200699822663,0.3291603601424437,2.5850265447e-06,-1.30269435e-07,,,Psc,1,1386,,0.1202264434617411,,10.578,10.458
1395,1398.0,,,,,,0.291722,-47.433405,43.63,197.08,-71.95,0.0,11.36,8.161,K7,1.22,29.427329,2.251939,-32.133128,-1.436e-05,4.071e-05,-1.029e-05,0.0763725943695143,-0.8278690872051262,9.554708016e-07,-3.48823443e-07,,,Phe,1,1395,,0.0473805393338825,,11.464,11.294
1396,1399.0,,,,,,0.291772,-59.951163,46.5549,113.2,-40.25,0.0,11.3,7.96,M1,1.4,23.243821,1.779071,-40.297871,-9.79e-06,2.487e-05,-4.55e-06,0.0763857890795059,-1.0463451874531775,5.488090864e-07,-1.95137506e-07,,,Tuc,1,1396,,0.0570164272280747,,11.401,11.201
1400,1406.0,,,,,,0.292503,24.667824,51.2295,157.85,-13.58,0.0,10.83,7.282,,1.249,46.417999,3.561555,21.38098,-1.6e-06,3.919e-05,-3.06e-06,0.0765771681859541,0.4305347429201512,7.652783948e-07,-6.5837697e-08,,,And,1,1400,,0.1064633187051311,,10.886,10.776
1404,1407.0,,,,,,0.293483,-64.378804,42.735,160.91,-88.19,0.0,11.3,8.146,K7,1.31,18.424909,1.418611,-38.532979,-1.898e-05,3.197e-05,-7.9e-06,0.076833625994817,-1.12362210512536,7.801136934e-07,-4.27557184e-07,,,Tuc,1,1404,,0.048039668292968,,11.382,11.182
1406,1408.0,,,,,,0.294118,-52.801003,55.371,156.94,97.21,0.0,10.42,6.704,,0.998,33.377282,2.575283,-44.105244,1.748e-05,4.36e-05,1.578e-05,0.0769998725826648,-0.9215513542354424,7.608665903e-07,4.71287378e-07,,,Phe,1,1406,,0.1813009167017021,,10.488,10.338
1409,1412.0,,,GJ 3025,,,0.294695,-8.682265,34.5662,302.19,18.75,0.0,10.99,8.297,M0,1.414,34.068449,2.633645,-5.217936,-3.43e-06,5.052e-05,3.11e-06,0.0771509292615361,-0.1515341156025562,1.4650584613e-06,9.0902565e-08,,,Cet,1,1409,,0.0418022828954032,,11.043,10.913
1459,1463.0,,,Gl 16,,,0.304608,10.202782,16.3372,-0.65,-32.3,0.0,10.88,9.814,M0,1.479,16.027761,1.280869,2.89385,4.6e-07,-2e-08,-2.52e-06,0.0797461724262219,0.1780721457953424,-3.1512889e-09,-1.56594818e-07,,,Psc,1,1459,,0.0103371305235058,,10.944,10.814
1472,1475.0,1326.0,,Gl 15A,,Groombridge 34,0.306174,44.022954,3.5873,2888.92,410.58,12.0,8.09,10.316,M1V,1.56,2.571275,0.20667,2.493057,-1.7e-07,5.039e-05,1.366e-05,0.0801562054445776,0.7683454902950787,1.40058793803e-05,1.990548009e-06,,,And,1,1472,Gl  15,0.0065102849843486,GX,8.125,8.065
1529,1532.0,,,GJ 1008,,,0.318212,-9.964854,21.0837,-37.06,-301.98,0.0,9.9,8.28,K7V,1.318,20.693616,1.727935,-3.648409,-5.01e-06,-4.22e-06,-3.04e-05,0.0833076318704373,-0.17391950835308,-1.7967195e-07,-1.464040352e-06,,,Cet,1,1529,,0.0424619563946313,,,
1537,1539.0,,,,,,0.32011,-3.053614,30.9502,-25.66,-217.75,0.0,10.93,8.477,,1.375,30.797788,2.587057,-1.648729,-1.41e-06,-3.98e-06,-3.262e-05,0.0838046514720837,-0.0532956242156537,-1.244031904e-07,-1.055681789e-06,,,Psc,1,1537,,0.0354160400426461,,10.995,10.885
1543,1546.0,,,,,,0.321467,-19.908545,29.0107,525.14,-106.71,0.0,12.46,10.147,K:...,,27.180398,2.292952,-9.878717,-1.13e-05,7.316e-05,-1.411e-05,0.0841598350674181,-0.3474696607659325,2.5459505621e-06,-5.17344678e-07,,,Cet,1,1543,,0.0076067650076622,,12.613,12.273
1604,1608.0,,,GJ 2003,,,0.335659,-17.061379,23.1965,135.85,-9.45,0.0,11.67,9.843,,1.49,22.090079,1.946194,-6.80576,-1.65e-06,1.519e-05,-1.02e-06,0.087875443919619,-0.297777240880305,6.58619385e-07,-4.5814892e-08,,,Cet,1,1604,,0.0100646806643832,,11.768,11.588
1613,1617.0,,,,,,0.337091,36.921085,62.9723,189.18,-33.48,0.0,11.25,7.254,,,50.148141,4.437207,37.828372,1.03e-06,5.807e-05,-8.17e-06,0.0882501422420576,0.6443944887383249,9.171705209e-07,-1.6231562e-07,,,And,1,1613,,0.1092446053226792,,11.313,11.203
1692,1696.0,,,Gl 17.1,,,0.355445,-45.746419,17.1321,70.29,-815.44,2.5,10.41,9.241,M0,1.475,11.903672,1.110924,-12.271026,-4.706e-05,1.47e-06,-4.909e-05,0.0930553037859405,-0.7984256359409151,3.407755361e-07,-3.953364676e-06,,,Phe,1,1692,,0.017522658618857,,10.461,10.321
1716,1720.0,,,GJ 3029,,,0.360374,-46.09261,19.305,-301.15,-359.54,0.0,12.21,10.782,M6,1.537,13.328384,1.261143,-13.908512,-2.148e-05,-3.034e-05,-2.333e-05,0.0943455638565088,-0.8044678051171862,-1.460016399e-06,-1.743099107e-06,,,Phe,1,1716,,0.0042383810577434,,12.337,11.837
1730,1734.0,,,GJ 1009,,,0.365566,-31.406073,17.9791,61.82,-200.07,0.0,11.16,9.886,M2V:,1.485,15.274859,1.466366,-9.36891,-9.56e-06,4.5e-06,-1.488e-05,0.0957049454784015,-0.5481393722088874,2.997118173e-07,-9.6996673e-07,,,Scl,1,1730,,0.0096738644996895,,,
1767,1771.0,,,,,,0.373667,6.667551,45.9348,185.86,-229.39,0.0,11.21,7.899,M1Vvar,1.47,45.405988,4.456101,5.333409,1.86e-06,4.177e-05,-5.073e-05,0.0978257534036834,0.1163707200016162,9.010747067e-07,-1.112114101e-06,,,Psc,1,1767,,0.0603114819617817,V,11.296,11.136
1770,1774.0,,,,,,0.374305,47.785739,72.4113,-166.37,-200.58,0.0,11.19,6.891,M0,1.28,48.420115,4.759897,53.630515,5.761e-05,-5.302e-05,-4.731e-05,0.097992743385447,0.8340184791563,-8.065845203e-07,-9.7243928e-07,,,Cas,1,1770,,0.1526159765625461,,11.258,11.118
1803,1807.0,,,,,,0.382418,-52.526377,44.1306,114.7,-474.54,0.0,9.83,6.606,K0,0.848,26.714432,2.683621,-35.023523,-8.262e-05,1.636e-05,-6.177e-05,0.1001168567113014,-0.9167582295548412,5.560812916e-07,-2.300634839e-06,,,Phe,1,1803,,0.1984266498484642,,9.904,9.774
1833,1837.0,1910.0,,GJ 2004,,,0.387768,-33.167525,22.168,-34.61,126.26,0.0,8.74,7.011,K3/K4V,1.075,18.460733,1.880543,-12.127866,7.76e-06,-2.95e-06,1.136e-05,0.1015173328023701,-0.5788825218996612,-1.677940148e-07,6.12125753e-07,,,Scl,1,1833,,0.1366469680740464,,,
1838,1842.0,,,GJ 3032,,,0.388427,-50.893874,19.6773,548.11,-0.91,0.0,11.87,10.4,M:,1.516,12.347494,1.260133,-15.269171,-5.37e-06,5.201e-05,-5e-08,0.1016900504823143,-0.888265678603285,2.6573122645e-06,-4.411804e-09,,,Phe,1,1838,,0.0060255958607435,,11.978,11.778
1842,1846.0,,,,,,0.38898,61.215575,68.7285,297.04,39.93,0.0,11.07,6.884,K7,1.312,32.92234,3.364724,60.236242,-2.166e-05,9.727e-05,6.41e-06,0.1018346467923713,1.0684133438783925,1.4400905567e-06,1.93586102e-07,,,Cas,1,1842,,0.1536031068385026,,11.125,10.995
1856,1860.0,,,GJ 1010A,,,0.391817,77.189292,19.2271,-840.75,45.38,0.0,11.31,9.89,K,1.462,4.240884,0.436015,18.748497,3.92e-06,-7.837e-05,9.4e-07,0.1025774203785813,1.34720728407392,-4.0760710193e-06,2.20008448e-07,,,Cep,1,1856,GJ 1010,0.0096382902362396,,11.376,11.256
1862,1866.0,,,,,,0.393845,-3.763494,47.0588,250.6,-56.35,0.0,10.66,7.297,,1.099,46.707929,4.833118,-3.088852,-6.72e-06,5.678e-05,-1.283e-05,0.1031083417519803,-0.065685369434445,1.2149430835e-06,-2.73192508e-07,,,Psc,1,1862,,0.1050025872110884,,10.724,10.614
1881,1885.0,,,,,,0.396487,-36.861366,40.1768,-186.5,-66.93,0.0,10.6,7.58,,1.258,31.972019,3.330603,-24.101293,-4.01e-06,-3.694e-05,-1.043e-05,0.1038000194467504,-0.6433521962507149,-9.041775142e-07,-3.24485796e-07,,,Scl,1,1881,,0.0809095899178381,,10.655,10.515
1905,1910.0,,,,,,0.402478,-62.184524,52.9661,92.71,-45.92,0.0,11.33,7.71,M1,1.39,24.578249,2.599514,-46.84613,-1.287e-05,2.258e-05,-5.5e-06,0.1053685518691783,-1.0853246899813676,4.494707632e-07,-2.22626442e-07,,,Tuc,1,1905,,0.0717794291271361,,11.446,11.226
1931,1936.0,2025.0,,Gl 18,,,0.407191,-27.026772,18.2249,667.39,83.92,3.7,7.92,6.617,K2V,0.94,16.142502,1.727432,-8.281533,4.3e-07,5.935e-05,4.89e-06,0.1066022784826982,-0.47170615801315,3.2355980227e-06,4.0685564e-07,,,Scl,1,1931,,0.1964264645879854,,,
1988,1993.0,,,,,,0.420724,-61.513424,45.8085,84.59,-63.4,0.0,11.26,7.955,M1,1.35,21.716086,2.401728,-40.262414,-1.436e-05,1.731e-05,-6.72e-06,0.1101451694090583,-1.0736117845038886,4.101038924e-07,-3.07371873e-07,,,Tuc,1,1988,,0.0572796030985828,CT,11.414,11.134
2026,2031.0,,,,,,0.42901,-33.577138,58.3431,126.34,-154.62,0.0,10.68,6.85,,1.043,48.301818,5.447978,-32.267186,-2.804e-05,3.28e-05,-3.643e-05,0.1123145784940351,-0.58603160916548,6.12513604e-07,-7.49618912e-07,,,Scl,1,2026,,0.1584893192461113,,10.738,10.618
2097,2102.0,,,,,,0.444572,30.199456,42.5532,254.07,-153.71,0.0,10.05,6.905,K0,1.0,36.529033,4.270932,21.404759,9.76e-06,5.391e-05,-2.74e-05,0.1163886999535341,0.527079937437805,1.2317661182e-06,-7.45207108e-07,,,And,1,2097,,0.1506607066186741,,,
2114,2120.0,,,Gl 21,,,0.448016,70.142417,16.4772,-135.47,-148.03,0.0,10.52,9.436,M0,1.459,5.558583,0.654911,15.497463,1.231e-05,-9.45e-06,-4.02e-06,0.1172903922004358,1.224216121390204,-6.56777093e-07,-7.17669691e-07,,,Cep,1,2114,,0.0146419864293527,,10.586,10.476
2195,2201.0,,,,,,0.463871,-6.486096,46.729,272.28,-927.77,0.0,11.59,8.242,,1.229,46.087949,5.624649,-5.278606,-3.103e-05,5.835e-05,-0.00020882,0.1214410174435323,-0.113203732113985,1.3200506894e-06,-4.497955884e-06,,,Cet,1,2195,,0.0439744078447368,,11.657,11.517
2241,2247.0,,,,,,0.476199,-16.226344,35.7015,-354.87,-228.26,0.0,9.62,6.857,K5V,1.128,34.013301,4.262471,-9.976163,-3.32e-06,-6.231e-05,-3.793e-05,0.1246684799898033,-0.2832031300624362,-1.7204583082e-06,-1.106635707e-06,,,Cet,1,2241,,0.1574707877289846,,9.675,9.565
2287,2293.0,,,,,,0.48818,80.914338,54.5554,300.75,385.86,0.0,11.37,7.686,K:,1.153,8.544559,1.098615,53.870913,-0.00011008,6.605e-05,1.612e-05,0.1278051541750123,1.4122216116430863,1.4580771443e-06,1.870702067e-06,,,Cep,1,2287,,0.0733837667333537,,11.436,11.296
